Id,SalePrice
1461,126108.47507894022
1462,158695.7198693246
1463,187893.89535743542
1464,192931.54828718328
1465,184650.86219218632
1466,176240.41667028924
1467,174461.91198925907
1468,171591.71037934133
1469,182024.5538461494
1470,125936.89126724596
1471,200090.16832190185
1472,92038.30119034337
1473,97433.77807046233
1474,150407.09437156428
1475,120643.57639961047
1476,362733.3574084933
1477,255675.75056021073
1478,281223.25300915923
1479,271123.7631888524
1480,476718.5872582864
1481,332277.23710311844
1482,205749.56028493616
1483,175589.27752560927
1484,162461.87408214237
1485,175358.2923756832
1486,196965.67120835284
1487,336941.73654489615
1488,234226.60579871724
1489,203206.96074988676
1490,222018.6959417536
1491,189167.6217796457
1492,90999.49267756207
1493,178416.8036026743
1494,291637.8170081879
1495,290532.4819713253
1496,232205.91823461407
1497,182696.33013076213
1498,160780.78737194615
1499,157236.38761423226
1500,154092.48569515636
1501,177625.36339815008
1502,147810.2995121351
1503,306091.259392286
1504,239949.1819208345
1505,225379.271384496
1506,193587.43571922235
1507,242987.04039911134
1508,198989.17166920728
1509,166302.45936239255
1510,149834.04105246096
1511,145180.55972121932
1512,172392.82058504125
1513,140179.62475562067
1514,153686.49023559998
1515,191762.65330754936
1516,151975.8915606591
1517,157469.6022629229
1518,131082.1365142692
1519,225010.55711602344
1520,137359.56374928175
1521,135898.40427605086
1522,166537.7195963137
1523,114335.93075314714
1524,124402.68783924024
1525,122516.48611059299
1526,120918.253799736
1527,102022.71051595375
1528,132727.62628771208
1529,145997.90948946498
1530,170173.88799544203
1531,110761.75845900679
1532,101949.14358084823
1533,144630.01897112443
1534,119078.63079533956
1535,154143.0144569049
1536,112969.42707970584
1537,65042.00219390929
1538,157155.24608415784
1539,187880.79615418043
1540,100310.89667908053
1541,144330.17232675984
1542,143462.7431816621
1543,216962.4063823134
1544,80303.96144763893
1545,110930.13820661604
1546,129378.88314081015
1547,134425.89549735934
1548,129997.52468132805
1549,109640.4895196939
1550,137556.97609442033
1551,115103.4615270083
1552,126779.63061084133
1553,142739.04188349197
1554,110119.81127001335
1555,172387.31940985497
1556,90787.38590922407
1557,111394.62451444617
1558,88527.87246303349
1559,91121.86965711869
1560,137464.54135869327
1561,142112.1895258227
1562,128561.16818300118
1563,121164.15877831352
1564,155781.22968648575
1565,142921.17687651463
1566,244208.98538444834
1567,72779.80543453316
1568,218977.60432707373
1569,141160.82818547572
1570,137603.38231698505
1571,119157.94458343432
1572,148437.03054273932
1573,238721.41733045405
1574,110196.04010672975
1575,216877.1021107006
1576,232385.18052500315
1577,191975.50894166037
1578,142184.82966661907
1579,147549.00183656078
1580,197002.2727125737
1581,148655.6717150043
1582,130157.01556024596
1583,337006.6043614679
1584,229845.0374317706
1585,142459.66815564793
1586,70966.16868387739
1587,97439.55493851373
1588,145837.09634102735
1589,98093.32083658886
1590,131991.5254494998
1591,96130.98319016842
1592,118876.99262234708
1593,124031.32207958525
1594,131415.53125314252
1595,117910.38078149025
1596,244975.16493746988
1597,181649.33740319457
1598,196627.50839869713
1599,171792.0026256036
1600,170530.45010666756
1601,67582.41666696817
1602,113571.97257552826
1603,82862.80393257257
1604,272086.8280740396
1605,243075.9134744926
1606,169411.4661055423
1607,168470.53608115716
1608,213843.60407358664
1609,185161.2161995172
1610,158872.41689787217
1611,141258.4764159163
1612,169504.38105737677
1613,169512.10804245865
1614,127698.87894970053
1615,85824.15959873976
1616,75813.45505795095
1617,89510.58248548086
1618,125694.41419953597
1619,136417.01861909224
1620,165689.12457222427
1621,136265.6706286774
1622,140443.60430213998
1623,268129.11599461385
1624,211843.60107787617
1625,122633.2937404883
1626,163285.48004902416
1627,190821.91560068895
1628,270094.0012908168
1629,177254.73347356135
1630,342688.1285317076
1631,214245.5463814534
1632,241163.5183115579
1633,168818.66700477034
1634,187636.7960070272
1635,179747.41298734368
1636,155812.69398362003
1637,189095.77734472317
1638,194571.16680226923
1639,183028.7410689432
1640,257551.97263618954
1641,174742.6323061029
1642,226347.27636410896
1643,219820.95202576404
1644,232521.06225751468
1645,192778.63525182012
1646,156756.04488120216
1647,156513.87989211085
1648,135174.28790738917
1649,143659.6301197802
1650,118904.85374703025
1651,119588.06678849534
1652,95938.7180393339
1653,98714.51035264997
1654,149657.49872095074
1655,148673.20565321267
1656,145163.66642802372
1657,151402.51826698123
1658,148038.21050236057
1659,130489.8073418229
1660,153252.5818423027
1661,460507.6333348269
1662,400599.28120790876
1663,390742.89200719795
1664,431351.5658507315
1665,305012.0922685093
1666,316000.8270715504
1667,378352.6491173681
1668,336149.3257019448
1669,294200.3818273932
1670,346106.70556263276
1671,268057.0751554818
1672,438073.404265138
1673,299235.0991552912
1674,246940.50704851214
1675,187490.23806418292
1676,192150.5400712383
1677,220705.55233776703
1678,440635.8832171532
1679,385669.3804885192
1680,345084.9202772177
1681,244105.32833808174
1682,302004.59649409587
1683,177051.6346368768
1684,174057.78096807617
1685,172474.90573669208
1686,168203.6340957628
1687,165631.5369181059
1688,191254.7224202046
1689,191346.26614121825
1690,191366.92956771617
1691,176613.93171360352
1692,257321.19062689686
1693,167303.08670748823
1694,182766.60860596923
1695,166408.7371141438
1696,274448.06719046074
1697,171985.6982386474
1698,376772.5501290837
1699,324414.0854591465
1700,243000.0510133332
1701,263699.2615055037
1702,259414.61622816126
1703,261140.12406479928
1704,297160.3276844636
1705,220928.06311579654
1706,411271.3930491941
1707,212832.35372849868
1708,209681.15365841833
1709,274983.504173744
1710,224130.38413544162
1711,259120.21128296552
1712,260435.78370960074
1713,275222.96753344935
1714,227313.506482345
1715,204417.71468940657
1716,180908.73245044518
1717,172087.38931659376
1718,131778.88095826993
1719,197317.3651286307
1720,241266.72776633006
1721,163977.02484951692
1722,123813.6839994913
1723,157847.45588691309
1724,210434.75935219106
1725,233571.41407603634
1726,188444.30083915254
1727,159583.98355297942
1728,182527.99333636684
1729,165992.66435976673
1730,154583.27284877634
1731,118745.25165079668
1732,129887.44790298029
1733,116831.60592361196
1734,123194.02058414198
1735,135711.12956318137
1736,118433.94228104004
1737,319682.7412537243
1738,223381.1332312088
1739,302299.1580228435
1740,222551.70562484278
1741,192662.76150166814
1742,172199.00925897257
1743,175072.51604498964
1744,292046.9648568835
1745,215216.12424913584
1746,192383.03308513525
1747,213566.858044767
1748,219240.97607953736
1749,156837.70589296403
1750,137340.8200659852
1751,230972.59245521255
1752,123754.5428961067
1753,144708.230679019
1754,199469.6915926807
1755,169329.1736918842
1756,127256.84464075624
1757,119885.95541129296
1758,146594.86389855458
1759,164213.62299973037
1760,167445.4964241074
1761,143435.4794460229
1762,176375.29935905273
1763,167290.6676456416
1764,117674.52008325254
1765,168981.235954303
1766,174874.89272483892
1767,215750.99903948265
1768,143439.5404431139
1769,170685.80133140157
1770,146219.58789096057
1771,129562.38657890394
1772,136670.97141265596
1773,130949.83590670768
1774,142274.4168728715
1775,135575.42177780013
1776,122134.29846111787
1777,114180.05728327317
1778,134951.7338358707
1779,114650.76274805632
1780,178005.5542311276
1781,130006.94122796554
1782,89515.68749000355
1783,145488.6314007141
1784,95539.22514034048
1785,113751.13942669354
1786,132146.70034888625
1787,158323.37300061565
1788,61542.69114618339
1789,92417.00189377816
1790,78858.49031279536
1791,191393.06097804237
1792,158378.48247525824
1793,134483.00336955296
1794,143436.9733137061
1795,130955.6037753436
1796,115552.82927407211
1797,116042.00306892737
1798,123965.01414175838
1799,108764.05685900936
1800,127915.92177995047
1801,131880.78490984807
1802,131103.08791215578
1803,145596.42482863122
1804,143516.32766746718
1805,137715.96312528691
1806,115500.87974255922
1807,128072.66793184192
1808,115829.31514668727
1809,121989.78189767727
1810,140177.91306773928
1811,100107.8569134333
1812,97942.92260282247
1813,122335.38907956652
1814,90105.52444329197
1815,57658.683936262314
1816,95250.22625863248
1817,111032.5933705311
1818,143027.25845936424
1819,118718.83540873491
1820,66316.27809891617
1821,106051.48254086163
1822,142118.6129495033
1823,53766.115448304365
1824,134303.29319201037
1825,130785.71542315902
1826,103299.58739278087
1827,109824.54045344693
1828,135666.2541037795
1829,114860.98160959358
1830,140447.3311564701
1831,153059.49973105412
1832,98857.52720018977
1833,142862.5373896886
1834,119925.7387663733
1835,136771.7960296328
1836,124751.02775396252
1837,93816.68119949728
1838,127482.62574156738
1839,87340.62799570808
1840,157723.70290180683
1841,139608.78988220647
1842,88560.58550328901
1843,137448.3469059441
1844,132540.37735800893
1845,139122.34539593864
1846,152912.05102224267
1847,166107.23639792512
1848,57911.4641306218
1849,103978.65018051653
1850,119858.59559133898
1851,149294.4153621232
1852,125013.4900788835
1853,136820.13167999708
1854,173697.14844214713
1855,148303.37877159714
1856,217473.67053805414
1857,144577.141348691
1858,139284.63355269557
1859,119394.19903469339
1860,153279.2192157891
